"uid","Name (greeting)","Name (survey)","E-mail","elso_szintu_szegmentacio_a","elso_szintu_szegmentacio_b","Department","Hierarchy level","mukodesi_terulet","iranyitasi_szint","Questionnaire language"
"resp4674","resp4674","resp4674","resp4674@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4675","resp4675","resp4675","resp4675@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4676","resp4676","resp4676","resp4676@example.com","üzlet","VÁLLALATI VIGH","Kiemelt Ügyfelek Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4677","resp4677","resp4677","resp4677@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp4678","resp4678","resp4678","resp4678@example.com","gazdálkodás","GAZDASÁGI VIGH","Beszerzési Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4679","resp4679","resp4679","resp4679@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4680","resp4680","resp4680","resp4680@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Üzleti irányítás","Hungarian (formal)"
"resp4681","resp4681","resp4681","resp4681@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp4682","resp4682","resp4682","resp4682@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4683","resp4683","resp4683","resp4683@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4684","resp4684","resp4684","resp4684@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp4685","resp4685","resp4685","resp4685@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4686","resp4686","resp4686","resp4686@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp4687","resp4687","resp4687","resp4687@example.com","ellenőrzés","Ellenőrzési IG","Működésellenőrzési Kp.","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp4688","resp4688","resp4688","resp4688@example.com","biztonság","-","Biztonsági Főigazgatóság","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp4689","resp4689","resp4689","resp4689@example.com","üzlet","VÁLLALATI VIGH","Vállalati Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4690","resp4690","resp4690","resp4690@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4691","resp4691","resp4691","resp4691@example.com","biztonság","-","Biztonsági Főigazgatóság","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4692","resp4692","resp4692","resp4692@example.com","üzlet","VÁLLALATI VIGH","Kiemelt Ügyfelek Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4693","resp4693","resp4693","resp4693@example.com","biztonság","-","Biztonsági Főigazgatóság","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp4694","resp4694","resp4694","resp4694@example.com","ellenőrzés","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Üzleti irányítás","Hungarian (formal)"
"resp4695","resp4695","resp4695","resp4695@example.com","üzlet","LAKOSSÁGI VIGH","Pénzforg. Termékmen. és Fejl. Ig.","TL","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4696","resp4696","resp4696","resp4696@example.com","üzlet","LAKOSSÁGI VIGH","Ügyfélszolgálati Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4697","resp4697","resp4697","resp4697@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp4698","resp4698","resp4698","resp4698@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4699","resp4699","resp4699","resp4699@example.com","üzlet","LAKOSSÁGI VIGH","Ügyfélszolgálati Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4700","resp4700","resp4700","resp4700@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4701","resp4701","resp4701","resp4701@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","MM","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4702","resp4702","resp4702","resp4702@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp4703","resp4703","resp4703","resp4703@example.com","HR","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4704","resp4704","resp4704","resp4704@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","TL","központi régió","Szolgáltatás","Hungarian (formal)"
"resp4705","resp4705","resp4705","resp4705@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","nyugati régió","Szolgáltatás","Hungarian (formal)"
"resp4706","resp4706","resp4706","resp4706@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4707","resp4707","resp4707","resp4707@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","nyugati régió","Szolgáltatás","Hungarian (formal)"
"resp4708","resp4708","resp4708","resp4708@example.com","üzlet","VÁLLALATI VIGH","Kiemelt Ügyfelek Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4709","resp4709","resp4709","resp4709@example.com","üzlet","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp4710","resp4710","resp4710","resp4710@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4711","resp4711","resp4711","resp4711@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","MM","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4712","resp4712","resp4712","resp4712@example.com","üzlet","VÁLLALATI VIGH","Vállalati Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4713","resp4713","resp4713","resp4713@example.com","üzlet","VÁLLALATI VIGH","Csomag Termékmenedzsment Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4714","resp4714","resp4714","resp4714@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp4715","resp4715","resp4715","resp4715@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","MM","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4716","resp4716","resp4716","resp4716@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4717","resp4717","resp4717","resp4717@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4718","resp4718","resp4718","resp4718@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4719","resp4719","resp4719","resp4719@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp4720","resp4720","resp4720","resp4720@example.com","HR","Humánerőforrás FŐIG","Humánerőforrás Főig. közvetlen","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp4721","resp4721","resp4721","resp4721@example.com","üzlet","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4722","resp4722","resp4722","resp4722@example.com","HR","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4723","resp4723","resp4723","resp4723@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4724","resp4724","resp4724","resp4724@example.com","biztonság","-","Biztonsági Főigazgatóság","TL","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp4725","resp4725","resp4725","resp4725@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4726","resp4726","resp4726","resp4726@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","nyugati régió","Szolgáltatás","Hungarian (formal)"
"resp4727","resp4727","resp4727","resp4727@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4728","resp4728","resp4728","resp4728@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4729","resp4729","resp4729","resp4729@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4730","resp4730","resp4730","resp4730@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4731","resp4731","resp4731","resp4731@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4732","resp4732","resp4732","resp4732@example.com","üzlet","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp4733","resp4733","resp4733","resp4733@example.com","üzlet","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4734","resp4734","resp4734","resp4734@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4735","resp4735","resp4735","resp4735@example.com","gazdálkodás","GAZDASÁGI VIGH","Kontrolling Ig.","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp4736","resp4736","resp4736","resp4736@example.com","gazdálkodás","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4737","resp4737","resp4737","resp4737@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Üzleti irányítás","Hungarian (formal)"
"resp4738","resp4738","resp4738","resp4738@example.com","üzlet","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp4739","resp4739","resp4739","resp4739@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4740","resp4740","resp4740","resp4740@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4741","resp4741","resp4741","resp4741@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4742","resp4742","resp4742","resp4742@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp4743","resp4743","resp4743","resp4743@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4744","resp4744","resp4744","resp4744@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4745","resp4745","resp4745","resp4745@example.com","törzskari","Törzskari FŐIG","Adatmenedzsment és Dok. Kp.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4746","resp4746","resp4746","resp4746@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4747","resp4747","resp4747","resp4747@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4748","resp4748","resp4748","resp4748@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4749","resp4749","resp4749","resp4749@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","keleti régió","Szolgáltatás","Hungarian (formal)"
"resp4750","resp4750","resp4750","resp4750@example.com","ellenőrzés","Ellenőrzési IG","Ellenőrzési Ig. közvetlen","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp4751","resp4751","resp4751","resp4751@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp4752","resp4752","resp4752","resp4752@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp4753","resp4753","resp4753","resp4753@example.com","üzlet","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp4754","resp4754","resp4754","resp4754@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4755","resp4755","resp4755","resp4755@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","nyugati régió","Szolgáltatás","Hungarian (formal)"
"resp4756","resp4756","resp4756","resp4756@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4757","resp4757","resp4757","resp4757@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","nyugati régió","Szolgáltatás","Hungarian (formal)"
"resp4758","resp4758","resp4758","resp4758@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4759","resp4759","resp4759","resp4759@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","TL","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4760","resp4760","resp4760","resp4760@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4761","resp4761","resp4761","resp4761@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","MM","központi régió","Végrehajtás","Hungarian (formal)"
"resp4762","resp4762","resp4762","resp4762@example.com","üzlet","LAKOSSÁGI VIGH","Pénzforgalmi Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4763","resp4763","resp4763","resp4763@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4764","resp4764","resp4764","resp4764@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","keleti régió","Szolgáltatás","Hungarian (formal)"
"resp4765","resp4765","resp4765","resp4765@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Üzleti irányítás","Hungarian (formal)"
"resp4766","resp4766","resp4766","resp4766@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4767","resp4767","resp4767","resp4767@example.com","hálózat","LAKOSSÁGI VIGH","Hálózati Ig. közvetlen","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4768","resp4768","resp4768","resp4768@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4769","resp4769","resp4769","resp4769@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp4770","resp4770","resp4770","resp4770@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4771","resp4771","resp4771","resp4771@example.com","ellenőrzés","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Üzleti irányítás","Hungarian (formal)"
"resp4772","resp4772","resp4772","resp4772@example.com","HR","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4773","resp4773","resp4773","resp4773@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp4774","resp4774","resp4774","resp4774@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Üzleti irányítás","Hungarian (formal)"
"resp4775","resp4775","resp4775","resp4775@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4776","resp4776","resp4776","resp4776@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4777","resp4777","resp4777","resp4777@example.com","hálózat","LAKOSSÁGI VIGH","Hálózati Ig. közvetlen","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4778","resp4778","resp4778","resp4778@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","MM","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4779","resp4779","resp4779","resp4779@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4780","resp4780","resp4780","resp4780@example.com","üzlet","VÁLLALATI VIGH","Csomag Termékmenedzsment Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4781","resp4781","resp4781","resp4781@example.com","hálózat","LAKOSSÁGI VIGH","Hálózati Ig. közvetlen","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4782","resp4782","resp4782","resp4782@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4783","resp4783","resp4783","resp4783@example.com","üzlet","VÁLLALATI VIGH","Csomag Termékmenedzsment Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4784","resp4784","resp4784","resp4784@example.com","üzlet","VÁLLALATI VIGH","Kiemelt Ügyfelek Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4785","resp4785","resp4785","resp4785@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4786","resp4786","resp4786","resp4786@example.com","ellenőrzés","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Üzleti irányítás","Hungarian (formal)"
"resp4787","resp4787","resp4787","resp4787@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp4788","resp4788","resp4788","resp4788@example.com","biztonság","-","Biztonsági Főigazgatóság","E","nyugati régió","Szolgáltatás","Hungarian (formal)"
"resp4789","resp4789","resp4789","resp4789@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","TL","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4790","resp4790","resp4790","resp4790@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp4791","resp4791","resp4791","resp4791@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4792","resp4792","resp4792","resp4792@example.com","gazdálkodás","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4793","resp4793","resp4793","resp4793@example.com","üzlet","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4794","resp4794","resp4794","resp4794@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","MM","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4795","resp4795","resp4795","resp4795@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4796","resp4796","resp4796","resp4796@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4797","resp4797","resp4797","resp4797@example.com","üzlet","LAKOSSÁGI VIGH","Ügyfélszolgálati Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4798","resp4798","resp4798","resp4798@example.com","biztonság","-","Biztonsági Főigazgatóság","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4799","resp4799","resp4799","resp4799@example.com","gazdálkodás","GAZDASÁGI VIGH","Forrásallokációs Ig.","TL","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp4800","resp4800","resp4800","resp4800@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","TL","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4801","resp4801","resp4801","resp4801@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","TL","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4802","resp4802","resp4802","resp4802@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4803","resp4803","resp4803","resp4803@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","keleti régió","Üzleti irányítás","Hungarian (formal)"
"resp4804","resp4804","resp4804","resp4804@example.com","üzlet","LAKOSSÁGI VIGH","Ügyfélszolgálati Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4805","resp4805","resp4805","resp4805@example.com","üzlet","OPERÁCIÓS VIGH","OPERÁCIÓS VIGH közvetlen","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp4806","resp4806","resp4806","resp4806@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4807","resp4807","resp4807","resp4807@example.com","üzlet","VÁLLALATI VIGH","Vállalati Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4808","resp4808","resp4808","resp4808@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4809","resp4809","resp4809","resp4809@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. közvetlen","TL","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4810","resp4810","resp4810","resp4810@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4811","resp4811","resp4811","resp4811@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4812","resp4812","resp4812","resp4812@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","TL","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4813","resp4813","resp4813","resp4813@example.com","üzlet","LAKOSSÁGI VIGH","Ügyfélszolgálati Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4814","resp4814","resp4814","resp4814@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Üzleti irányítás","Hungarian (formal)"
"resp4815","resp4815","resp4815","resp4815@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp4816","resp4816","resp4816","resp4816@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4817","resp4817","resp4817","resp4817@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4818","resp4818","resp4818","resp4818@example.com","üzlet","VÁLLALATI VIGH","Vállalati Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4819","resp4819","resp4819","resp4819@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4820","resp4820","resp4820","resp4820@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp4821","resp4821","resp4821","resp4821@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","keleti régió","Szolgáltatás","Hungarian (formal)"
"resp4822","resp4822","resp4822","resp4822@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4823","resp4823","resp4823","resp4823@example.com","üzlet","LAKOSSÁGI VIGH","Ügyfélszolgálati Ig.","TL","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4824","resp4824","resp4824","resp4824@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4825","resp4825","resp4825","resp4825@example.com","ellenőrzés","Ellenőrzési IG","Működésellenőrzési Kp.","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp4826","resp4826","resp4826","resp4826@example.com","üzlet","LAKOSSÁGI VIGH","Ügyfélszolgálati Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4827","resp4827","resp4827","resp4827@example.com","üzlet","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4828","resp4828","resp4828","resp4828@example.com","ellenőrzés","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Üzleti irányítás","Hungarian (formal)"
"resp4829","resp4829","resp4829","resp4829@example.com","üzlet","VÁLLALATI VIGH","Csomag Termékmenedzsment Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
